"EID","BTEID","IFHOME","BTBL","BTYEAR","BTENDYEAR"
"s302786","w80964","0","0.66","2014",""
"s520512","w80964","0","0.17","2014",""
"s90138","w80965","0","0.302","1998",""
"s225928","w80969","0","1","2014",""
"s166502","w80974","1","0.5","2015",""
"s81695","w80975","1","0.007","2015",""
"s141339","w80980","0","1","2010",""
"s76566","w80982","1","0.03","2013",""
"s120454","w80983","1","0.32","2014",""
"s482482","w80983","1","0.33","2014",""
"s522031","w80988","0","0.25","2012",""
"s521076","w80989","0","0.75","2012",""
"s406022","w80992","0","0.005","2009",""
"s440283","w80997","1","1","1973",""
"s91691","w81002","1","1","2014",""
"s14419","w81009","0","0.805","2006",""
"s490405","w81011","0","0.2","2000",""
"s255594","w81017","1","0.051","2008",""
"s90293","w81022","1","0.1","2013",""
"s113070","w81024","1","0.015","2000",""
"s408695","w81025","0","0.007","1996",""
"s432406","w81031","1","0.1","2003",""
"s509449","w81032","1","0.04","2002",""
"s148322","w81033","1","1","2015",""
"s212337","w81035","0","1","2014",""
"s510831","w81036","1","1","2015",""
"s60163","w81038","0","0.16","1993",""
"s92697","w81041","0","0.045","2015",""
"s176256","w81041","0","0.136","2015",""
"s349213","w81047","0","0.65","2000","2011"
"s413272","w81049","0","0.35","2008",""
"s468208","w81066","1","1","2007",""
"s371337","w81067","1","0.4","2001",""
"s84776","w81069","1","0.5","2001",""
"s206675","w81070","0","1","2012",""
"s384227","w81071","1","1","1989",""
"s96721","w81077","0","0.31","2015",""
"s357283","w81082","1","1","2013",""
"s23662","w81084","0","0.41","2015",""
"s299635","w81085","1","0.8","2007",""
"s4830","w81089","1","0.5","2014",""
"s205551","w81092","1","1","2012",""
"s144900","w81094","1","0.1","2015",""
"s200323","w81096","1","0.143","2013",""
"s363022","w81097","0","0.839","2009",""
"s261790","w81099","1","0.929","2002",""
"s376967","w81101","0","0.9","2014",""
"s400830","w81103","1","0.5","1993",""
"s103116","w81108","0","0.54","2004",""
"s473969","w81114","1","0.333","2002",""
"s256308","w81119","0","0.02","2013",""
"s21061","w81120","0","0.2","1994",""
"s3088","w81121","0","1","2012",""
"s256308","w81122","0","0.02","2013",""
"s332873","w81128","1","1","2002",""
"s516550","w81132","0","0.1","2013",""
"s307637","w81132","0","0.51","2013",""
"s191017","w81133","1","0.333","2012",""
"s214394","w81140","1","0.1","2014",""
"s89387","w81142","1","0.45","2007",""
"s413344","w81145","1","0.15","2015",""
"s166055","w81145","1","0.15","2015",""
"s5410","w81146","0","0.99","2010",""
"s480906","w81147","1","0.51","2015",""
"s64477","w81148","1","0.053","2012",""
"s384227","w81149","0","0.018","1987",""
"s296252","w81149","0","0.062","1987",""
"s459698","w81153","1","0.4","2002","2007"
"s178017","w81161","1","0.04","2012",""
"s130344","w81162","1","1","1988",""
"s212194","w81164","1","1","1993","2007"
"s99181","w81174","1","0.5","2004",""
"s201217","w81178","0","0.6","1997","2001"
"s33484","w81182","0","1","2010","2012"
"s251687","w81187","0","0.1","2015",""
"s232094","w81189","0","1","2004",""
"s522107","w81198","0","0.2","2014",""
"s74253","w81199","0","0.9","2012",""
"s501480","w81200","1","1","2000",""
"s28801","w81203","0","1","2009",""
"s399005","w81210","0","0.1","2003",""
"s97154","w81217","1","0.053","1997",""
"s142267","w81218","0","0.5","1995","2011"
"s214596","w81219","1","0.333","2014",""
"s152342","w81221","1","0.12","2007",""
"s296996","w81224","0","0.4","2011",""
"s436108","w81229","1","0.556","2014",""
"s323944","w81239","1","0.1","2009",""
"s193526","w81245","1","1","2015",""
"s209035","w81254","0","0.51","2005","2012"
"s485305","w81257","1","0.75","2014",""
"s256308","w81263","0","0.083","2014",""
"s234600","w81264","1","0.5","2014",""
"s398119","w81269","1","1","1994",""
"s256308","w81271","1","0.02","2012",""
"s109785","w81274","0","0.375","2011",""
"s325928","w81277","0","0.04","2009",""
"s256308","w81278","0","0.01","2013",""
"s195295","w81283","1","1","1997","2014"
"s484185","w81290","0","1","2015",""
"s514454","w81292","0","1","2007",""
"s136672","w81295","1","1","2015",""
"s337731","w81300","1","0.5","2015",""
"s411952","w81301","1","0.1","2014",""
"s279213","w81301","1","0.5","2014",""
"s172396","w81304","0","0.667","2009",""
"s517303","w81307","0","1","2014",""
"s217569","w81326","1","0.5","2010",""
"s202169","w81333","0","1","2014",""
"s57939","w81334","0","0.35","2015",""
"s203348","w81336","1","0.51","2011",""
"s186819","w81343","1","0.8","2008",""
"s150111","w81344","0","0.17","1989",""
"s306381","w81351","1","0.5","2001",""
"s151394","w81352","0","0.49","2013",""
"s113051","w81362","1","0.6","2007","2009"
"s167619","w81365","1","0.09","2009",""
"s345801","w81365","1","0.51","2009",""
"s347970","w81366","0","0.1","2002",""
"s448939","w81367","1","0.7","2007",""
"s506599","w81367","1","0.3","2007",""
"s456372","w81369","1","0.273","2014",""
"s113070","w81373","0","0.8","1997","2000"
"s441259","w81375","0","0.94","2013",""
"s493354","w81376","0","1","1993",""
"s35089","w81381","0","0.05","2006",""
"s33484","w81388","0","1","2007","2009"
"s155483","w81390","0","0.98","2014",""
"s344360","w81405","0","1","1989",""
"s415821","w81408","0","1","2012",""
"s201217","w81412","0","0.5","2014",""
"s238710","w81419","0","1","2014",""
"s312535","w81420","0","1","2013",""
"s344988","w81442","0","1","2012",""
"s504887","w81443","0","0.333","1985","2004"
"s235391","w81444","0","0.51","2015",""
"s171319","w81445","0","1","2015",""
"s113070","w81449","0","1","1993","2000"
"s356367","w81454","0","0.49","2014",""
"s90138","w81463","0","0.212","1988",""
"s25560","w81465","0","0.3","2001",""
"s113069","w81471","0","0.6","2011",""
"s495657","w81476","0","0.5","2010",""
"s509139","w81478","0","0.99","2011",""
"s147566","w81481","1","0.24","2000",""
"s446292","w81483","1","1","2009",""
"s178952","w81485","0","0.7","2010",""
"s59350","w81485","0","0.1","2010",""
"s63694","w81489","0","0.3","2013","2014"
"s408244","w81489","0","0.4","2013","2014"
"s112800","w81495","1","1","2001",""
"s349103","w81496","1","0.5","1985",""
"s508044","w81496","1","0.5","1985",""
"s466894","w81497","0","0.1","2002","2005"
"s14301","w81504","0","0.4","2002",""
"s472758","w81505","0","1","2014",""
"s117162","w81506","0","0.15","2014",""
"s164846","w81508","0","0.51","2001",""
"s65218","w81510","1","1","2014",""
"s237031","w81514","1","0.995","2007","2011"
"s10544","w81516","1","1","1992",""
"s258246","w81517","1","0.45","2013",""
"s120523","w81519","0","0.029","2014",""
"s305561","w81520","1","0.55","1986",""
"s517303","w81520","1","0.33","1986",""
"s259032","w81521","1","0.4","1993",""
"s240338","w81537","1","1","2005",""
"s293452","w81540","1","1","2015",""
"s146191","w81541","0","0.987","2013",""
"s128303","w81544","1","0.6","2012",""
"s223948","w81545","0","1","2001",""
"s360612","w81548","1","0.5","2011",""
"s347179","w81550","0","0.2","2015",""
"s503240","w81554","0","0.9","2005","2006"
"s18153","w81555","0","0.92","2013",""
"s299635","w81557","0","1","2004",""
"s222302","w81558","1","0.1","2005",""
"s191037","w81560","1","1","2012",""
"s272753","w81570","1","1","2009",""
"s335734","w81572","0","0.5","2003","2004"
"s464986","w81579","1","1","2015",""
"s234453","w81581","1","1","2002","2010"
"s6658","w81584","1","0.51","2011",""
"s54353","w81588","0","0.7","2012",""
"s137604","w81595","1","1","1993","2012"
"s398369","w81601","1","1","1985",""
"s194782","w81602","1","0.41","2014",""
"s1943","w81604","1","0.5","1999",""
"s410081","w81608","0","1","1994","1999"
"s511294","w81612","1","0.99","2005","2008"
"s490405","w81613","0","0.154","2000","2006"
"s221965","w81620","1","1","2014","2015"
"s222554","w81627","0","1","2013",""
"s353361","w81630","1","0.63","1984",""
"s199456","w81632","0","0.137","2014",""
"s229283","w81640","0","0.897","2000",""
"s470846","w81644","1","0.5","2007",""
"s331143","w81645","1","1","1992","2008"
"s12231","w81646","0","0.33","2002",""
"s14922","w81647","1","0.183","2004",""
"s388006","w81650","1","1","2007",""
"s248175","w81653","0","0.5","2012",""
"s54741","w81662","1","1","1994",""
"s142493","w81665","1","1","2012",""
"s129277","w81666","0","0.1","2008",""
"s202169","w81668","0","1","2011",""
"s432891","w81671","1","0.25","2011",""
"s497363","w81672","1","0.875","2000",""
"s14813","w81673","1","1","1993",""
"s490445","w81682","1","0.01","2015",""
"s381558","w81687","0","0.909","2009",""
"s303698","w81689","0","0.8","2005",""
"s396128","w81690","1","0.05","2001","2010"
"s79642","w81694","0","0.1","2015",""
"s337459","w81695","0","1","2003",""
"s252323","w81700","0","1","1984",""
"s411479","w81703","0","0.18","2009","2011"
"s121702","w81706","1","1","2015",""
"s372332","w81708","0","0.02","2014",""
"s184879","w81710","1","1","2013",""
"s194191","w81713","1","0.9","2015",""
"s112800","w81723","1","1","2012",""
"s192706","w81725","1","0.4","2014",""
"s401266","w81725","1","0.6","2014",""
"s127561","w81729","0","0.048","2015",""
"s104927","w81729","0","0.024","2015",""
"s486102","w81730","0","0.9","2000",""
"s228791","w81741","0","1","2011","2014"
"s368850","w81745","0","0.05","2006",""
"s302864","w81746","0","1","2014",""
"s514941","w81751","1","0.021","2008",""
"s318119","w81756","0","0.995","2014",""
"s112189","w81757","0","0.7","2011",""
"s406370","w81773","0","1","2010",""
"s8324","w81777","0","1","2013",""
"s382349","w81778","1","0.03","2010",""
"s252495","w81782","0","0.002","2014",""
"s194296","w81784","1","0.8","2014",""
"s51621","w81785","0","0.9","1998",""
"s99775","w81786","1","0.403","2007",""
"s347082","w81789","1","0.1","1999",""
"s48464","w81792","1","0.5","2005",""
"s403436","w81794","1","0.125","1993",""
"s409447","w81799","0","0.066","1994",""
"s368221","w81799","0","0.045","1994",""
"s349198","w81799","0","0.007","1994",""
"s506530","w81800","0","0.07","2007",""
"s35059","w81802","0","0.85","2007",""
"s122968","w81803","0","0.35","2012",""
"s240412","w81809","0","0.122","2015",""
"s299066","w81810","1","0.994","2006","2009"
"s400141","w81813","1","1","2011",""
"s406928","w81814","0","1","2014",""
"s21061","w81815","0","0.35","2015",""
"s141339","w81821","0","0.99","2013",""
"s297143","w81822","0","1","2009",""
"s385371","w81823","0","1","1993",""
"s424968","w81826","1","0.75","2005",""
"s419218","w81827","1","0.35","2010",""
"s296996","w81828","0","0.51","2011",""
"s342885","w81830","0","1","2011",""
"s451217","w81833","0","1","1998",""
"s140139","w81838","1","0.32","2009",""
"s352080","w81843","1","0.99","2005","2013"
"s215351","w81854","1","0.5","2005",""
"s416266","w81856","1","0.7","2015",""
"s54741","w81862","1","1","1994",""
"s116674","w81864","0","1","2015",""
"s366421","w81873","1","0.42","2014",""
"s81773","w81874","0","1","2015",""
"s46658","w81881","0","0.1","2015",""
"s501059","w81885","0","0.003","2015",""
"s77422","w81886","1","1","1998","2011"
"s975","w81891","1","0.063","2011",""
"s130420","w81892","0","0.3","2014",""
"s244521","w81896","0","1","2012",""
"s506403","w81900","1","0.3","2015",""
"s283840","w81902","1","1","2000",""
"s380671","w81903","1","0.15","1995",""
"s4780","w81905","0","0.6","2005",""
"s127282","w81908","0","0.02","2015",""
"s405944","w81910","1","0.6","2014",""
"s209427","w81919","0","0.51","2015",""
"s253981","w81924","1","0.667","2001",""
"s239415","w81928","0","1","2011",""
"s249829","w81934","1","1","1999",""
"s522362","w81942","0","1","2011",""
"s499243","w81943","1","1","2010",""
"s341677","w81945","0","1","2005",""
"s227827","w81946","0","1","2014",""
"s480436","w81947","0","1","2005",""
"s185434","w81950","0","0.5","2011",""
"s170727","w81951","1","0.399","2009",""
"s360698","w81956","0","0.5","1981","2013"
"s524294","w81957","1","0.99","2014",""
"s506616","w81968","1","1","2014",""
"s231989","w81969","0","1","2015",""
"s471903","w81974","0","0.2","1992",""
"s128349","w81981","1","0.5","2004",""
"s407738","w81989","1","1","1991",""
"s144652","w81991","1","0.31","2003",""
"s411855","w81992","0","0.02","2014",""
"s498537","w81998","0","1","2015",""
"s192674","w82003","1","0.741","2005",""
"s298748","w82005","0","0.5","2005",""
"s497234","w82008","1","0.2","1997",""
"s188811","w82009","1","1","1981",""
"s216542","w82010","1","0.098","2009","2012"
"s151757","w82011","0","0.76","2009",""
"s255985","w82013","1","1","2014",""
"s154540","w82014","1","0.5","2013","2014"
"s412742","w82017","0","0.02","2012",""
"s185787","w82017","0","0.027","2012",""
"s175657","w82020","1","0.5","2014",""
"s289257","w82021","0","0.5","2015",""
"s244077","w82030","0","1","1985","1985"
"s488005","w82035","1","0.2","2006",""
"s8324","w82039","0","1","2000",""
"s132208","w82048","0","1","2007","2009"
"s13904","w82054","0","1","2015",""
"s345291","w82056","1","0.51","2012",""
"s357705","w82059","0","0.5","2014",""
"s340845","w82060","1","0.004","2005",""
"s188389","w82062","0","0.1","2010",""
"s252275","w82063","0","1","2009","2011"
"s171710","w82070","1","0.01","2004",""
"s242611","w82076","0","1","2005",""
"s6285","w82078","1","1","2009","2011"
"s145247","w82079","0","0.5","1999","2007"
"s374735","w82082","0","1","2001",""
"s272562","w82087","0","1","1992",""
"s204369","w82088","0","0.51","2012",""
"s270823","w82092","1","1","2011",""
"s456842","w82093","0","0.45","2012",""
"s369487","w82095","1","1","2011",""
"s423979","w82098","1","0.5","2011",""
"s14380","w82103","1","1","2015",""
"s242611","w82104","0","1","2015",""
"s52476","w82107","0","1","2010",""
"s511665","w82108","0","1","2015",""
"s196491","w82117","0","0.6","2010",""
"s16580","w82118","1","1","2011",""
"s177901","w82120","0","0.41","2013",""
"s4278","w82122","1","1","2008",""
"s214001","w82124","0","0.995","2009",""
"s360038","w82129","1","0.35","2013",""
"s434726","w82137","1","1","2006","2008"
"s426677","w82138","0","0.9","2004",""
"s24671","w82141","0","0.097","2012",""
"s256728","w82150","1","0.166","2007",""
"s432109","w82152","0","0.1","2003",""
"s499674","w82155","0","1","2014",""
"s255923","w82159","1","0.6","2003",""
"s143811","w82161","1","0.106","2015",""
"s245884","w82161","1","0.885","2015",""
"s185443","w82163","0","1","2014",""
"s297143","w82166","0","0.5","2008","2013"
"s488415","w82168","0","0.01","2014",""
"s207740","w82171","0","0.018","1997",""
"s500755","w82176","1","0.5","2014",""
"s405094","w82182","0","0.046","2007",""
"s370848","w82184","1","0.2","2015",""
"s83183","w82190","0","0.7","2014",""
"s70477","w82203","1","1","2014",""
"s191476","w82207","0","0.51","2012",""
"s56561","w82210","1","0.333","2012",""
"s396600","w82211","1","0.1","2010",""
"s111003","w82211","1","0.1","2010",""
"s276377","w82213","0","0.333","2015",""
"s252323","w82217","0","1","1994",""
"s252275","w82218","0","1","2007","2011"
"s273536","w82222","1","0.022","2003",""
"s350528","w82224","1","1","2015",""
"s202168","w82225","1","0.25","2009",""
"s199304","w82226","0","0.3","2015",""
"s239033","w82231","0","1","2014",""
"s505836","w82232","0","1","2002",""
"s7760","w82234","1","0.5","2007","2011"
"s84129","w82242","1","1","2010",""
"s127892","w82243","1","0.671","2009",""
"s204611","w82244","1","0.9","2014",""
"s206675","w82246","0","1","2013",""
"s245674","w82247","1","0.99","2013",""
"s454331","w82248","1","0.2","2002",""
"s256308","w82249","0","0.02","2013",""
"s83331","w82250","0","0.19","2011",""
"s142758","w82256","1","0.9","2004",""
"s342031","w82258","0","0.49","2001",""
"s255971","w82259","1","0.2","1997",""
"s494303","w82262","1","1","2008","2013"
"s422484","w82263","1","1","2009",""
"s451307","w82264","1","0.167","2014",""
"s304520","w82272","1","0.5","2009",""
"s140513","w82275","0","0.5","2014",""
"s255126","w82277","1","1","2013",""
"s467050","w82285","1","0.45","2014",""
"s143845","w82290","0","0.99","2014",""
"s469319","w82291","1","0.45","1986",""
"s24617","w82297","1","1","2013",""
"s87140","w82309","0","1","2014",""
"s431048","w82310","0","0.1","1992","1999"
"s302047","w82311","0","0.58","2015",""
"s510345","w82320","0","0.3","2006",""
"s327778","w82322","0","0.1","2012",""
"s225475","w82326","0","0.01","2009",""
"s391730","w82327","1","1","2014",""
"s106976","w82328","0","1","2015",""
"s414818","w82330","0","1","2010",""
"s394585","w82332","1","0.85","2007","2012"
"s408136","w82337","1","1","1990",""
"s362211","w82342","1","0.67","2015",""
"s506514","w82343","1","0.9","2010",""
"s458247","w82345","0","0.2","2011",""
"s388469","w82348","0","0.988","2006",""
"s197454","w82349","1","0.1","2001",""
"s292041","w82352","1","0.2","2015",""
"s519713","w82359","1","1","2013",""
"s272223","w82360","0","0.7","2005","2011"
"s256308","w82361","0","0.023","2013",""
"s107177","w82365","0","0.1","2003","2008"
"s86728","w82369","0","0.2","2011",""
"s357980","w82370","1","0.669","1999",""
"s181061","w82383","1","0.4","2009",""
"s57776","w82386","0","1","2008",""
"s3125","w82392","0","0.9","2015",""
"s81369","w82399","1","1","2010",""
"s216605","w82409","1","1","2009",""
"s221965","w82410","1","1","2015",""
"s256308","w82412","0","0.01","2013",""
"s409546","w82419","0","0.18","2010",""
"s381271","w82423","1","1","2011",""
"s27395","w82424","1","1","1996",""
"s127504","w82427","0","0.8","2015",""
"s4278","w82432","1","1","2003",""
"s67895","w82436","0","1","2003","2003"
"s506205","w82438","0","0.95","2007",""
