"EID","TYPECODE","LAWDATE","LAWAMOUNT"
"s81427","97814513","2014年09月","37700"
"s230201","110612551","2015年05月","374000"
"s230201","102071600","2015年05月","374000"
"s250732","75010367","2013年12月","2623800"
"s27517","62156207","2013年06月","6700"
"s479675","74999628","2013年09月","186200"
"s479675","80324442","2013年09月","186200"
"s418427","80107797","2014年03月","6000"
"s12158","99588009","2015年04月","410500"
"s12158","75003185","2013年12月","345300"
"s12158","81335389","2013年12月","345300"
"s176968","42295408","2012年09月","4700"
"s495241","101688553","2014年09月","144500"
"s495241","97783629","2014年09月","144500"
"s495241","100386199","2015年04月","24900"
"s495241","83563796","2014年04月","212900"
"s495241","87815286","2014年09月","144500"
"s484989","91701436","2014年09月","2400"
"s484989","87377254","2014年09月","2400"
"s310218","97819822","2014年08月","19200"
"s310218","85070578","2014年08月","19200"
"s132278","91894852","2014年04月","9600"
"s132278","80110243","2014年04月","9600"
"s62098","106568639","2015年08月","42200"
"s295094","97776755","2014年12月","0"
"s481102","95041759","2014年12月","8800"
"s481102","101553650","2015年05月","6900"
"s481102","103043442","2015年05月","6900"
"s282263","66086545","2013年05月","8600"
"s282263","66086535","2013年05月","11900"
"s282263","66085606","2013年05月","47000"
"s289632","67924206","2013年07月","29300"
"s191394","75019879","2013年12月","16978600"
"s191394","79923572","2013年12月","16978600"
"s508039","60234271","2013年01月","18000"
"s508039","60831406","2012年12月","20200"
"s134023","61054401","2013年03月","17800"
"s487766","13938914","2015年07月","20480000"
"s487766","96015554","2015年01月","21389000"
"s487766","76433218","2014年03月","2300"
"s487766","97807550","2014年03月","2300"
"s487766","104095235","2015年07月","20480000"
"s487766","76433221","2014年03月","5000"
"s487766","109149237","2015年03月","17600000"
"s487766","85060988","2014年07月","1700"
"s487766","85043849","2014年03月","2300"
"s487766","85043841","2014年03月","5000"
"s487766","98060149","2015年03月","17600000"
"s487766","97807544","2014年03月","5000"
"s487766","91687220","2014年07月","1700"
"s1943","75071009","2014年01月","35"
"s1943","96521559","2015年01月","35"
"s370387","61053327","2013年01月","72700"
"s325744","62275967","2013年05月","235000"
"s325744","79514472","2014年01月","235000"
"s325744","75016347","2014年01月","0"
"s461672","83487209","2014年07月","7030000"
"s461672","83487302","2014年07月","7030000"
"s461672","91741766","2014年09月","133600"
"s461672","97776662","2014年07月","6936700"
"s461672","99028407","2015年01月","205200"
"s461672","99028302","2015年01月","168000"
"s461672","97776656","2014年07月","7030000"
"s461672","93760896","2014年07月","7030000"
"s461672","99028298","2015年01月","105000"
"s461672","99028292","2015年01月","184000"
"s461672","99028295","2015年01月","296000"
"s461672","101688894","2014年12月","100000"
"s461672","88412480","2014年07月","2347900"
"s461672","99026605","2014年07月","23904000"
"s461672","85042351","2014年07月","23904000"
"s461672","83487289","2014年07月","7030000"
"s461672","80067103","2014年02月","23840800"
"s461672","75058028","2014年02月","23840800"
"s461672","97776670","2014年07月","7030000"
"s461672","83487223","2014年07月","6936700"
"s461672","99027338","2014年12月","100000"
"s341994","102153845","2015年06月","0"
"s341994","92420872","2014年11月","13800"
"s49004","90906286","2014年10月","47200"
"s49004","97985495","2015年01月","4800"
"s49004","99268968","2015年03月","16000"
"s49004","67908640","2013年06月","104800"
"s304089","85060289","2014年07月","0"
"s129610","62168459","2013年06月","17700"
"s80708","97819812","2014年08月","32800"
"s80708","85074304","2014年08月","32800"
"s187039","108894142","2015年03月","900"
"s187039","97743090","2015年03月","900"
"s488238","43144943","2012年09月","64400"
"s488238","42398027","2012年09月","238900"
"s412046","96502822","2015年01月","38000"
"s412046","60229563","2012年12月","40100"
"s206934","60491273","2012年12月","5000"
"s374829","60656018","2012年12月","3800"
"s88720","61123251","2013年01月","10537800"
"s336764","97783569","2014年09月","110400"
"s502601","75022968","2013年12月","28000"
"s502601","80105879","2014年02月","130000"
"s502601","81305441","2013年12月","28000"
"s502601","99693330","2015年04月","793500"
"s502601","73350787","2013年08月","7300"
"s502601","66083528","2013年03月","5046300"
"s502601","76428764","2014年02月","130000"
"s502601","87811613","2014年09月","92900"
"s502601","67910997","2013年07月","12500"
"s502601","67910938","2013年07月","2000"
"s502601","66084276","2013年05月","3000"
"s502601","66084376","2013年05月","4000"
"s502601","66081424","2012年11月","3000"
"s502601","66081426","2012年11月","3000"
"s502601","66081422","2012年11月","2000"
"s502601","66083065","2013年03月","167000"
"s502601","91741823","2014年09月","92900"
"s179378","83478413","2014年07月","24100"
"s179378","91747994","2014年07月","24100"
"s519586","61314827","2013年04月","1323700"
"s519586","99587118","2015年04月","491800"
"s386701","107675312","2015年08月","2500"
"s246879","60014169","2013年01月","7200"
"s246879","93699198","2014年12月","7200"
"s36337","92722341","2014年02月","3478800"
"s36337","75077093","2014年02月","3478800"
"s36337","80073962","2014年02月","3478800"
"s509096","61038143","2013年02月","6000"
"s509096","98096540","2015年02月","40000"
"s509096","61070234","2013年02月","50000"
"s9543","70337293","2013年02月","3976000"
"s9543","61995366","2013年03月","0"
"s9543","105606270","2015年08月","2220800"
"s306645","99082997","2015年03月","832200"
"s306645","92424743","2014年11月","832200"
"s277402","101171416","2015年03月","4500"
"s277402","98909545","2015年03月","4500"
"s277402","101735921","2015年04月","16700"
"s277402","100547658","2015年04月","16700"
"s504311","44509442","2012年12月","22000"
"s407983","61868785","2013年04月","8900000"
"s126004","73147755","2014年01月","165400"
"s126004","72222073","2013年04月","165400"
"s60434","108918031","2015年07月","816100"
"s60434","104248731","2015年07月","816100"
"s17574","99912593","2015年04月","24600"
"s17574","109149737","2015年04月","24600"
"s410491","42907043","2012年10月","0"
"s410491","76438553","2014年02月","1700"
"s410491","81331008","2014年02月","1700"
"s209906","103425048","2015年06月","13100"
"s299374","96509243","2014年12月","90000"
"s299374","76444390","2014年03月","353200"
"s299374","96509240","2014年12月","90000"
"s299374","60750792","2013年03月","354000"
"s299374","43143875","2012年10月","0"
"s362108","61051853","2013年02月","0"
"s247425","62053497","2013年05月","158000"
"s247425","91834859","2014年10月","4000"
"s247425","106926592","2015年08月","18400"
"s247425","85047468","2014年07月","93800"
"s247425","97809420","2014年10月","4000"
"s247425","60474314","2013年02月","8700"
"s71883","102352703","2015年01月","99000"
"s71883","111895326","2015年08月","55600"
"s71883","98054419","2015年01月","99000"
"s71883","103034938","2015年01月","99000"
"s71883","112458372","2015年08月","55600"
"s71883","105605332","2015年08月","55600"
"s279201","97934241","2014年12月","4500"
"s320655","109169130","2015年03月","40000"
"s320655","97925535","2015年03月","40000"
"s501060","97783001","2014年09月","305300"
"s501060","97801482","2014年10月","0"
"s501060","97801477","2014年10月","0"
"s501060","97801506","2014年10月","0"
"s501060","97819980","2014年09月","1329300"
"s501060","91701839","2014年09月","305300"
"s501060","92781651","2014年11月","0"
"s90138","106538650","2015年08月","0"
"s212410","108844046","2015年06月","80000"
"s212410","79328915","2014年04月","101000"
"s332654","103045252","2015年04月","16000000"
"s332654","100644270","2015年04月","16000000"
"s320399","85271628","2014年08月","2120000"
"s320399","91893743","2014年08月","2120000"
"s446912","62032177","2012年11月","24300"
"s446912","60619753","2012年12月","157600"
"s446912","61248756","2013年04月","7581300"
"s251258","106926283","2015年08月","0"
"s251258","109194414","2015年08月","0"
"s399221","75008502","2013年12月","40000"
"s363738","93700455","2014年12月","23800"
"s363738","75010153","2013年10月","9200"
"s404431","60839447","2013年03月","24700"
"s404431","67687257","2013年07月","2400"
"s404431","106431374","2015年08月","200"
"s404431","106431372","2015年08月","200"
"s156596","104979974","2015年07月","44800"
"s156596","105315874","2015年07月","44800"
"s156596","102504315","2015年06月","24700"
"s156596","110966964","2015年06月","24700"
"s489995","96709426","2015年02月","1300"
"s489995","104525767","2015年02月","1300"
"s489995","105243567","2015年02月","1300"
"s489995","105243589","2015年02月","1300"
"s489995","108955111","2015年02月","5000"
"s489995","104876968","2015年02月","5000"
"s489995","104525769","2015年02月","1300"
"s489995","104525762","2015年02月","1300"
"s9828","76439593","2014年01月","1131500"
"s9828","80320188","2014年01月","1131500"
"s414586","85046862","2014年07月","40000"
"s414586","91747981","2014年07月","40000"
"s414586","97813225","2014年05月","40000"
"s414586","85391417","2014年08月","40000"
"s414586","92423346","2014年08月","40000"
"s414586","83478054","2014年07月","40000"
"s414586","91825483","2014年10月","80000"
"s414586","85045089","2014年05月","40000"
"s314566","106062990","2015年04月","26500"
"s314566","99915631","2015年04月","26500"
"s314566","99915627","2015年04月","40400"
"s253282","42638852","2012年10月","101000"
"s470466","60556626","2013年02月","503900"
"s265739","101230255","2015年05月","25700"
"s265739","101230253","2015年05月","12100"
"s265739","75024401","2013年09月","22100"
"s265739","61454794","2013年04月","21600"
"s265739","61450753","2013年04月","10300"
"s370788","99913760","2015年04月","48400"
"s370788","91677441","2014年07月","20000"
"s370788","99913762","2015年04月","48400"
"s280874","97820925","2014年08月","688900"
"s280874","85069102","2014年08月","688900"
"s429509","42712896","2012年10月","91100"
"s429509","66081972","2012年11月","46700"
"s504645","101655895","2015年05月","30300"
"s485995","60455890","2013年01月","775800"
"s204624","81442689","2014年06月","60000"
"s204624","97819414","2014年06月","61300"
"s204624","97819408","2014年06月","107300"
"s204624","81442687","2014年06月","107300"
"s204624","81442695","2014年06月","61300"
"s204624","92411938","2014年06月","60000"
"s72866","75024846","2013年11月","7000"
"s85671","62287435","2013年06月","0"
"s244126","73329533","2013年06月","7500"
"s121252","111917518","2015年08月","9000"
"s121252","112488209","2015年08月","9000"
"s121252","106519461","2015年08月","9000"
"s314682","87377950","2014年07月","36800"
"s314682","91719610","2014年07月","36800"
"s114546","66079369","2012年09月","4400"
"s279768","87372508","2014年09月","4950000"
"s279768","99088694","2015年03月","0"
"s279768","98527118","2015年03月","0"
"s279768","99088715","2015年03月","0"
"s279768","61125495","2013年03月","7650000"
"s279768","91694116","2014年09月","4950000"
"s279768","101077271","2015年03月","0"
"s279768","91875839","2014年08月","785100"
"s279768","85068592","2014年08月","785100"
"s278060","108900554","2015年01月","536000"
"s227784","67912149","2013年07月","1700"
"s358043","72874467","2014年01月","13300"
"s113749","80336803","2014年01月","98200"
"s113749","80336810","2014年01月","130200"
"s113749","75070091","2014年01月","130200"
"s113749","76450201","2014年01月","98200"
"s285689","110547550","2015年08月","923200"
"s264001","81318532","2014年02月","76100"
"s264001","76429314","2014年02月","76100"
"s61210","74999690","2013年10月","47400"
"s61210","80324780","2013年10月","47400"
"s61210","91704474","2013年12月","36300"
"s61210","72817392","2013年12月","36300"
"s99733","73379419","2013年10月","40696000"
"s8940","60122302","2013年01月","46000"
"s373932","100469509","2015年04月","33500"
"s373932","100469507","2015年04月","32700"
"s373932","100469505","2015年04月","33300"
"s239621","100640767","2015年04月","317400"
"s119590","101735544","2015年04月","123800"
"s119590","100469004","2015年04月","123800"
"s337830","75024389","2013年09月","491000"
"s473989","97818751","2014年09月","17700"
"s461088","90676084","2014年12月","203900"
"s461088","90675494","2014年12月","562600"
"s404711","43908938","2012年11月","19400"
"s404711","43908945","2012年11月","19400"
"s506409","61536483","2013年04月","508300"
"s506409","42854803","2012年10月","590000"
"s253594","42399187","2012年09月","10500"
"s484025","103027239","2015年01月","9200"
"s304270","62152286","2013年04月","0"
"s147169","73329500","2013年06月","500"
"s11809","76454236","2014年01月","8700"
"s130026","96530900","2015年01月","0"
"s130026","76449893","2014年01月","2958900"
"s130026","61306398","2013年04月","1800"
